Smiles,CHEMBLID,Compound Key,Library,S_Hit
CC1CCCN(C(=O)c2ccn(COc3ccccc3)n2)C1,CHEMBL3444990,DDD01037368,Global Health Stage V,Inactive
O=C(c1ccccc1-n1cccn1)N1CCC(Nc2cccnn2)CC1,CHEMBL3493224,DDD01300988,Global Health Stage V,Inactive
Cc1nn(C)c(Cl)c1C1CCCN1C(=O)c1cc[nH]n1,CHEMBL3494865,DDD01302645,Global Health Stage V,Inactive
CC(c1ncc(C(C)(C)C)o1)N1CCN(Cc2ccc(Cl)s2)CC1,CHEMBL3456731,DDD01067668,Global Health Stage V,Inactive
O=C(O)c1ccc(N2CCC(Oc3cccc(F)c3)CC2)nc1,CHEMBL3479821,DDD01251149,Global Health Stage V,Inactive
Cc1nc(N2CCN(C(=O)c3ccccn3)CC2)c2c(n1)c(C)nn2C,CHEMBL3445197,DDD01037577,Global Health Stage V,Inactive
COC1CCN(C(=O)c2ccc3ncsc3c2)CC1,CHEMBL3452442,DDD01063305,Global Health Stage V,Inactive
CCCSCC(=O)N1C[C@@H]2CC[C@H]1CN(c1ncccn1)C2,CHEMBL4550318,DDD01253209,Global Health Stage V,Inactive
COc1ccc(NC(=O)Nc2c(O)c3ccccc3oc2=O)cc1,CHEMBL3437597,DDD01025627,Global Health Stage V,Inactive
N#Cc1cccc(NC2CC(=O)N(Cc3ccccc3Cl)C2)n1,CHEMBL3482335,DDD01253675,Global Health Stage V,Inactive
Cc1cc(C(=O)N2CCOC(c3nc(C)n[nH]3)C2)[nH]n1,CHEMBL3462528,DDD01073515,Global Health Stage V,Inactive
Cc1nc(C)n(CC2CCCN2Cc2ccccn2)n1,CHEMBL3493603,DDD01301369,Global Health Stage V,Inactive
Cc1cc(C(=O)N2CC(=O)Nc3cnccc32)c(Cl)cc1F,CHEMBL3457295,DDD01068236,Global Health Stage V,Inactive
COCC(=O)N1CC[C@@H]2O[C@@H](COCc3csc(C)n3)CC[C@@H]21,CHEMBL3471731,DDD01084900,Global Health Stage V,Inactive
O=C(NCC1(N2CCOCC2)CCSC1)Nc1ccc(F)cc1,CHEMBL3469123,DDD01080213,Global Health Stage V,Inactive
CN(Cc1nnc(C2CC2)n1C)S(=O)(=O)c1ccc(F)c(C#N)c1,CHEMBL3466851,DDD01077909,Global Health Stage V,Inactive
CC(C)c1nccn1C(C)C(=O)NC1CCN(S(C)(=O)=O)CC1,CHEMBL3479378,DDD01250704,Global Health Stage V,Inactive
CC(C(=O)NC1CC1)S(=O)(=O)c1cc2c(cc1Cl)OCCO2,CHEMBL3466090,DDD01077134,Global Health Stage V,Inactive
COCc1cc(NCc2cc(F)ccc2F)n2nccc2n1,CHEMBL3486599,DDD01257962,Global Health Stage V,Inactive
O=C(Cn1ccc2ccccc21)Nc1cc(N2CCCC2)ncn1,CHEMBL3439985,DDD01028234,Global Health Stage V,Inactive
COCC(=O)N1C[C@@H](c2cccc(OC)c2)[C@@]2(CCCCC(=O)N2)C1,CHEMBL3447978,DDD01058331,Global Health Stage V,Inactive
Cc1ccccc1CN(CCN(C)C)Cc1ccccc1C(=O)O,CHEMBL3484493,DDD01255847,Global Health Stage V,Inactive
Cc1ccn(-c2ccccc2NCc2ncc[nH]2)n1,CHEMBL3469508,DDD01080602,Global Health Stage V,Inactive
CCCOC1CCCN(C(=O)c2cnc(-c3csc(C)n3)nc2O)C1,CHEMBL3484816,DDD01256173,Global Health Stage V,Inactive
CN(C)C(c1ccccn1)C1CCC(CNC(=O)CC2CCCC2)CC1,CHEMBL4544645,DDD01058348,Global Health Stage V,Inactive
Cc1cccnc1NC(=O)N(CCO)Cc1ccsc1,CHEMBL3490148,DDD01297899,Global Health Stage V,Inactive
CN1CCC2(CC1)CN(C(=O)c1cccnc1)Cc1ccccc12,CHEMBL3471680,DDD01084774,Global Health Stage V,Inactive
Cc1ccc(N(C)[C@@H]2CC[C@@H]3CN(C(=O)C4CCOCC4)C[C@@H]32)nn1,CHEMBL3448611,DDD01059090,Global Health Stage V,Inactive
COCC1CCN(CCOc2ccc(C#N)cc2OC)CC1,CHEMBL3451951,DDD01062812,Global Health Stage V,Inactive
O=C(Cc1cccs1)N1C[C@@H]2COC[C@]2(COCc2cccnc2)C1,CHEMBL3554170,DDD01034721,Global Health Stage V,Inactive
O=C(C1CCCCC1)N1C[C@@H]2CNC[C@@H]2C1,CHEMBL3548059,DDD01029097,Global Health Stage V,Inactive
CCN1CCN(C(=O)CCn2cccc2)CC1,CHEMBL3437719,DDD01025764,Global Health Stage V,Inactive
Cc1ccc(C(NC(=O)C2CCC(O)CC2)c2cccnc2)cc1C,CHEMBL4549589,DDD01257492,Global Health Stage V,Inactive
CC(=O)NC1(C(=O)N(C)Cc2c(C)noc2C)CCCCC1,CHEMBL3466149,DDD01077197,Global Health Stage V,Inactive
CCc1cc(N[C@H]2CCC[C@H]2CO)n2nc(C)c(C)c2n1,CHEMBL3483861,DDD01255208,Global Health Stage V,Inactive
Cn1ccc(C(=O)N2CCCC2c2[nH]ncc2C(N)=O)n1,CHEMBL3448995,DDD01059531,Global Health Stage V,Inactive
CNC(=O)[C@@H](C1CCCCC1)N1CCC[C@H]1C(=O)NC1CC1,CHEMBL3437355,DDD01025364,Global Health Stage V,Inactive
CCc1nc(CN(C)C(=O)CSC)no1,CHEMBL3476385,DDD01247691,Global Health Stage V,Inactive
Cn1ncc(C2CC(=O)NCc3nc4ccccn4c32)c1C1CC1,CHEMBL3482925,DDD01254272,Global Health Stage V,Inactive
O=C(NC1CCNC1)C1(N2CCCCC2)Cc2ccccc2C1,CHEMBL3472409,DDD01243701,Global Health Stage V,Inactive
CCc1nc(C2CCCN2Cc2nnc(C3CC3)o2)no1,CHEMBL3488855,DDD01296590,Global Health Stage V,Inactive
Nc1nc(C2CCN(C(=O)c3cncs3)CC2)cs1,CHEMBL3450539,DDD01061312,Global Health Stage V,Inactive
CC[C@H](C)[C@H](NC(=O)c1ccccc1-n1cnnn1)C(=O)OC,CHEMBL3443989,DDD01035670,Global Health Stage V,Inactive
CCC(CC)CN1CCCn2nc(CNC(=O)COC)cc2C1,CHEMBL3483180,DDD01254527,Global Health Stage V,Inactive
CC(=O)N1CCN(C(=O)Nc2ccc(Cl)cc2)[C@H]2CS(=O)(=O)C[C@H]21,CHEMBL3481811,DDD01253150,Global Health Stage V,Inactive
Cc1ccc2cc(CNCCCN3CCOCC3)c(=O)[nH]c2c1,CHEMBL3487250,DDD01270151,Global Health Stage V,Inactive
CCc1cnc(N2CCCC(CCC(N)=O)C2)nc1,CHEMBL3483983,DDD01255331,Global Health Stage V,Inactive
CC(C)c1nnsc1CNC(=O)C1CCN(C(=O)C2CC2)CC1,CHEMBL3473939,DDD01245238,Global Health Stage V,Inactive
CC1CCN(Cn2nc(-c3ccc(F)cc3)oc2=O)CC1,CHEMBL3493867,DDD01301636,Global Health Stage V,Inactive
CCCn1c(C)c(CC(=O)N[C@H](C)C(=O)OC)c2c1CC(C)(C)CC2=O,CHEMBL3474985,DDD01246287,Global Health Stage V,Inactive
CCN1CC2(CC1=O)CN(C(C)=O)CCN(C(=O)c1ccco1)C2,CHEMBL3444765,DDD01036956,Global Health Stage V,Inactive
Cc1cc(C(=O)Nc2nnn[nH]2)ccc1I,CHEMBL3464979,DDD01075997,Global Health Stage V,Inactive
CN1[C@H](CO)C[C@H](CNCc2ccc(Cl)c(F)c2)[C@@H]1c1ccccc1F,CHEMBL3479685,DDD01251012,Global Health Stage V,Inactive
COC(=O)CN(C(=O)C(C)c1c(F)cccc1F)c1cccc(C)n1,CHEMBL3454021,DDD01064919,Global Health Stage V,Inactive
CC1CCCN(Cc2csc(-c3ncccn3)n2)CC1,CHEMBL3494607,DDD01302384,Global Health Stage V,Inactive
O=C(CCc1ccccc1)N1CCC(c2n[nH]c(C3CC3)n2)CC1,CHEMBL3463966,DDD01074969,Global Health Stage V,Inactive
NC(=O)c1ccc(NC(=O)Cn2cc(I)cn2)cc1,CHEMBL3443174,DDD01034748,Global Health Stage V,Inactive
CCOCCn1nc(C)cc1C(=O)N1CCOCC(CO)C1,CHEMBL3486481,DDD01257844,Global Health Stage V,Inactive
Cc1cc(NCCNc2cccnc2)nc(-c2ccccc2O)n1,CHEMBL3477546,DDD01248859,Global Health Stage V,Inactive
CN(CCc1cccs1)C(=O)Nc1cccc(S(C)(=O)=O)c1,CHEMBL3467099,DDD01078161,Global Health Stage V,Inactive
CC(C)c1cccc(CSc2nnc(CN3CCCC3=O)o2)n1,CHEMBL3469107,DDD01080197,Global Health Stage V,Inactive
CNC(=O)CN(C)c1nc(-c2ccncc2)nc2c1CCN(C(C)=O)C2,CHEMBL3486465,DDD01257828,Global Health Stage V,Inactive
Cc1cc(CN2C[C@@H]3CN(Cc4ccsc4)CCO[C@@H]3C2)no1,CHEMBL3441538,DDD01031065,Global Health Stage V,Inactive
Nc1ccnc(N2C[C@@H]3CC[C@H](C2)C(=O)N3CC2CCC2)n1,CHEMBL4572146,DDD01248134,Global Health Stage V,Inactive
O=C(NCCN1CCCCC1)c1ccoc1,CHEMBL3496707,DDD01304499,Global Health Stage V,Inactive
CC(=O)c1cc(C(=O)NC2(c3ccc(Br)cc3)CC2)n(C)c1,CHEMBL3465913,DDD01076952,Global Health Stage V,Inactive
O=C(NCCc1nnc2n1CCC2)c1ccccc1OC1CCCC1,CHEMBL3461689,DDD01072670,Global Health Stage V,Inactive
Cc1ccsc1C(=O)NC(C)c1ccc2c(c1)CCC(=O)N2,CHEMBL3461742,DDD01072724,Global Health Stage V,Inactive
CN1N=C(C(=O)NCCc2csc(-c3ccccc3)n2)CCC1=O,CHEMBL3451451,DDD01062312,Global Health Stage V,Inactive
COc1cccc(CNC(=O)N2CCN(Cc3cc(C)on3)CC2)c1,CHEMBL3495741,DDD01303524,Global Health Stage V,Inactive
O=C(Nc1nncs1)N1CCC(c2ccc(O)cc2)CC1,CHEMBL3458116,DDD01069063,Global Health Stage V,Inactive
OCCOc1ccc(NCc2cccc3cn[nH]c23)cn1,CHEMBL3458418,DDD01069369,Global Health Stage V,Inactive
COc1ccc(F)c(F)c1C(=O)N1C[C@H](CO)[C@H](CN(C)CCO)C1,CHEMBL3482067,DDD01253407,Global Health Stage V,Inactive
CN1CCN(CC2CC2)C(=O)c2cnc(N3CCCC3)nc21,CHEMBL3472172,DDD01235987,Global Health Stage V,Inactive
N#Cc1cccc(S(=O)(=O)N2CCCCC2C(N)=O)c1,CHEMBL3460537,DDD01071510,Global Health Stage V,Inactive
Cc1cc(CN(C)C(=O)CN2CC3(CCNCC3)OC2=O)no1,CHEMBL3481260,DDD01252596,Global Health Stage V,Inactive
CNc1nc2c(c(C(=O)N3CCCC3)n1)CN(C(=O)C1CCCC1)CC2,CHEMBL3473524,DDD01244820,Global Health Stage V,Inactive
Cc1c(Cl)c(C(F)(F)F)nn1C(C)C(=O)NC1CCN(C)CC1,CHEMBL3445949,DDD01038334,Global Health Stage V,Inactive
Cc1ccccc1SCC(=O)NS(=O)(=O)c1ccc2c(c1)OCCO2,CHEMBL3490344,DDD01298097,Global Health Stage V,Inactive
CCc1n[nH]c(=O)c(C(=O)N2CCSCC2)c1CC,CHEMBL3463731,DDD01074730,Global Health Stage V,Inactive
COCCN1CCN(c2ccc(CN(C)C)cn2)CC1,CHEMBL3465805,DDD01076842,Global Health Stage V,Inactive
CC(c1ccccc1F)N1CCN(C(=O)Cc2ccncc2)CC1,CHEMBL3468766,DDD01079851,Global Health Stage V,Inactive
COc1ccc(-c2nc(CCNC(=O)NCC3CCOC3)co2)cc1,CHEMBL3455768,DDD01066686,Global Health Stage V,Inactive
CC(NC(=O)c1ccc(Cl)cc1)c1nnc(SCC(=O)O)n1C,CHEMBL3446205,DDD01038595,Global Health Stage V,Inactive
O=C(CCn1cnc2cc(F)c(F)cc21)N1CCN2CCCCC2C1,CHEMBL3453969,DDD01064864,Global Health Stage V,Inactive
CCCc1nc(CN(C)CC2CCN(CCO)CC2)no1,CHEMBL3459763,DDD01070732,Global Health Stage V,Inactive
O=C(NCCN1CCCC1)c1nc2c(o1)CN(c1ncccn1)C2,CHEMBL3440943,DDD01029761,Global Health Stage V,Inactive
Cc1nc2n(n1)CC(Nc1cc(C(F)(F)F)nc3ncnn13)CC2,CHEMBL3469485,DDD01080579,Global Health Stage V,Inactive
CCOc1ccc(S(=O)(=O)NC(=O)CCC2CCCO2)cc1,CHEMBL3496512,DDD01304299,Global Health Stage V,Inactive
Cc1ccc(CN2CC[C@H]3C[C@H](c4nc(C5CC5)cs4)O[C@@H]3C2)o1,CHEMBL3442527,DDD01033253,Global Health Stage V,Inactive
CC(CO)NC(=O)Nc1ccc(COC2CCCC2)cc1,CHEMBL3459311,DDD01070276,Global Health Stage V,Inactive
COCCCC1(C(=O)O)CCCN(Cc2ccccc2C)C1,CHEMBL3474695,DDD01245997,Global Health Stage V,Inactive
CN(Cc1ccco1)Cc1ccccc1CNC(=O)c1cnc[nH]1,CHEMBL3459494,DDD01070459,Global Health Stage V,Inactive
Cc1oncc1C(=O)N1CC[C@H]2[C@@H]1CCC(=O)N2CC1CC1,CHEMBL3470362,DDD01081699,Global Health Stage V,Inactive
Cc1nn(C)c2cnn(CC(=O)NCc3ccc(F)cc3)c12,CHEMBL3445527,DDD01037911,Global Health Stage V,Inactive
COc1ccccc1OC1CN(Cc2ccc(C(=O)O)cc2)C1,CHEMBL3472808,DDD01244101,Global Health Stage V,Inactive
Cc1ncsc1CN1CC[C@](C)(O)[C@@H](Oc2cccc(F)c2)C1,CHEMBL3450290,DDD01061014,Global Health Stage V,Inactive
CCN(CC)S(=O)(=O)c1ccc(OC)c(NC(=O)CSC)c1,CHEMBL3456617,DDD01067553,Global Health Stage V,Inactive
Cc1ccc(-c2csc(N)c2C#N)cc1,CHEMBL3444358,DDD01036055,Global Health Stage V,Inactive
CNC(=O)N1CCC2(CC1)CNc1ccc(F)cc12,CHEMBL3548098,DDD01031137,Global Health Stage V,Inactive
O=C(Nc1cccc(N2CCOCC2)c1)N[C@H](CO)c1ccccc1,CHEMBL3452988,DDD01063862,Global Health Stage V,Inactive
CN(CC(=O)NC(Cc1ccsc1)c1cccnc1)Cc1cccnc1,CHEMBL3548124,DDD01056628,Global Health Stage V,Inactive
CC(C)=CCN1CCC2(CC1)CC(=O)N(Cc1cc(F)cc(F)c1)C2,CHEMBL3482128,DDD01253468,Global Health Stage V,Inactive
O=C(NC[C@H]1OC[C@@H]2CCN(C3CCOCC3)C[C@H]12)c1ccncc1,CHEMBL3554726,DDD01030563,Global Health Stage V,Inactive
CC1CCC(O)(CSc2nnnn2C)CC1,CHEMBL3452984,DDD01063858,Global Health Stage V,Inactive
CC(Sc1n[nH]c(-c2ccc3c(c2)CCC3)n1)C(N)=O,CHEMBL3463127,DDD01074119,Global Health Stage V,Inactive
CNC(=O)c1nnn(-c2ccccc2F)c1-c1ccccn1,CHEMBL3439964,DDD01028213,Global Health Stage V,Inactive
CN1CCn2nc(-c3nc4ccccc4n3C)cc2C1,CHEMBL3482365,DDD01253705,Global Health Stage V,Inactive
Nc1cc2c(nn1)CCN(C(=O)c1csc(-c3ccccc3)n1)C2,CHEMBL3468127,DDD01079203,Global Health Stage V,Inactive
Cc1c[nH]c(C2CCCN(C(=O)CCc3c(C)n[nH]c3C)C2)n1,CHEMBL3447359,DDD01057617,Global Health Stage V,Inactive
COCCN(C)C[C@H]1C[C@@H](CO)CN(C(=O)c2ccn(C)c(=O)c2)C1,CHEMBL3479703,DDD01251030,Global Health Stage V,Inactive
Cc1ccc(OC2CCN(C(=O)Cc3c(C)[nH]c(=O)[nH]c3=O)CC2)cc1,CHEMBL3481129,DDD01252464,Global Health Stage V,Inactive
CC(=O)Nc1nc(SCc2ccc3c(c2)OCO3)ns1,CHEMBL3447665,DDD01057965,Global Health Stage V,Inactive
Cc1nc(-c2ccc(F)cc2)cc(C2CCNCC2)n1,CHEMBL3447988,DDD01058342,Global Health Stage V,Inactive
OCCN(Cc1ccccc1)Cc1nc(-c2ccc3c(c2)OCO3)no1,CHEMBL3474478,DDD01245780,Global Health Stage V,Inactive
Cc1ccc(CCC(=O)N2CCCC(n3cncn3)C2)c(C)c1,CHEMBL3496031,DDD01303816,Global Health Stage V,Inactive
CC1CCN(c2nc(O)cc(C3CC(=O)N(C4CCCCC4)C3)n2)CC1,CHEMBL3447200,DDD01057438,Global Health Stage V,Inactive
CN(C)C(=O)Cc1nc(CN2CCCC2Cn2cccn2)cs1,CHEMBL3460634,DDD01071607,Global Health Stage V,Inactive
CN(C)C(=O)COC1COC2(CCN(c3cccc(F)c3)CC2)C1,CHEMBL3552108,DDD01083407,Global Health Stage V,Inactive
CC(=O)N1CCN(c2ccnc3c(F)cc(Br)cc23)CC1,CHEMBL3462289,DDD01073275,Global Health Stage V,Inactive
CCC(C(=O)NCc1nc(C)cc(C(F)(F)F)n1)n1cccn1,CHEMBL3483245,DDD01254592,Global Health Stage V,Inactive
COC(=O)C1CCN(C(=O)CN2CCN(c3cccc(C)c3)CC2)CC1,CHEMBL3436718,DDD00418024,Global Health Stage V,Inactive
CCC1CN(C(=O)c2ccc(=O)[nH]c2)CCC(=O)N1Cc1ccccc1,CHEMBL3486970,DDD01258334,Global Health Stage V,Inactive
COc1ccccc1N1CCC(CNS(=O)(=O)c2cccc(C#N)c2)C1,CHEMBL3489317,DDD01297060,Global Health Stage V,Inactive
O=c1cc(-c2ccncc2)nc(-c2ccc(CN3CC[C@H](O)C3)cc2)[nH]1,CHEMBL3480297,DDD01251629,Global Health Stage V,Inactive
CCN1CCC(NC(=O)CN2CCCC2Cn2cccn2)CC1,CHEMBL3459423,DDD01070388,Global Health Stage V,Inactive
CC(O)(CNS(=O)(=O)Cc1ccon1)c1ccsc1,CHEMBL3460368,DDD01071339,Global Health Stage V,Inactive
c1cnc(CC2COCCN(C3CCCCC3)C2)cn1,CHEMBL3446440,DDD01056523,Global Health Stage V,Inactive
Cn1c2c(c(=O)n1C)CN(S(=O)(=O)c1cccs1)CCC2,CHEMBL3441214,DDD01030334,Global Health Stage V,Inactive
CC(C)n1cnnc1CN(C)CC1CCCNC1,CHEMBL3482510,DDD01253851,Global Health Stage V,Inactive
NC(=O)CSCC(=O)N1CCc2cc(Cl)cc(Cl)c2C1,CHEMBL3469596,DDD01080690,Global Health Stage V,Inactive
CN(Cc1ccncc1)C(=O)NCc1nnc2n1CCCCC2,CHEMBL3491013,DDD01298767,Global Health Stage V,Inactive
CC(=O)NCC(=O)N1CCN(CC2CC2)c2ncccc2C1,CHEMBL3471813,DDD01085104,Global Health Stage V,Inactive
COc1ccc(CCNC(=O)N2CCCC(c3nncn3C)C2)cc1,CHEMBL3487941,DDD01295668,Global Health Stage V,Inactive
Cc1nn(C)c(C)c1NC(=O)CCn1ncc2ccc(Cl)cc21,CHEMBL3446175,DDD01038564,Global Health Stage V,Inactive
COc1cccc(CCNS(=O)(=O)c2ccc(NC(C)=O)cc2)c1,CHEMBL3469817,DDD01080912,Global Health Stage V,Inactive
CN(CCC(=O)N1CCc2sccc2C1)Cc1cnn(C)c1,CHEMBL3491326,DDD01299080,Global Health Stage V,Inactive
O=S(=O)(C1CC1)N1CCOCC2(CCN(c3ccccn3)C2)C1,CHEMBL3555044,DDD01037045,Global Health Stage V,Inactive
COc1ccc(CNc2nc(C3CC3)nc3c(C)nn(C)c23)cc1,CHEMBL3445762,DDD01038146,Global Health Stage V,Inactive
Cc1nccc([C@H]2C[C@@H]3CCN(C(=O)c4c(C)noc4C)C[C@H]3O2)n1,CHEMBL3471498,DDD01084344,Global Health Stage V,Inactive
COc1ccc(CCN2CC(NCc3ncc[nH]3)CC2=O)cc1,CHEMBL3480782,DDD01252116,Global Health Stage V,Inactive
COCCn1cc(C(=O)N2CCCC2c2cc(C)no2)ccc1=O,CHEMBL3469138,DDD01080228,Global Health Stage V,Inactive
O=C1OCCN1CCc1nc(-c2cc3c4c(c2)CC(=O)N4CCC3)cs1,CHEMBL3495850,DDD01303633,Global Health Stage V,Inactive
NC(C(=O)N1CCSc2ccccc2C1)c1ccccc1,CHEMBL3556144,DDD01063506,Global Health Stage V,Inactive
CNC(=O)c1ccc(CNC(=O)c2cc(C(C)C)n(C)n2)cc1,CHEMBL3464230,DDD01075234,Global Health Stage V,Inactive
Cc1cc(CNC(=O)C2CCCCN2C(=O)OC(C)(C)C)no1,CHEMBL3469214,DDD01080305,Global Health Stage V,Inactive
COCCN(Cc1ccccn1)C(=O)Nc1cccnc1N1CCCC1,CHEMBL3454379,DDD01065282,Global Health Stage V,Inactive
COCc1noc(CN2C[C@H](C3CC3)[C@@H](NS(C)(=O)=O)C2)n1,CHEMBL3483130,DDD01254477,Global Health Stage V,Inactive
CN(Cc1nccn1C)C(CO)c1cccc(Br)c1,CHEMBL3465507,DDD01076544,Global Health Stage V,Inactive
CCc1ccc(C(=O)N2CCN(c3nc(C)cc(OC)n3)CC2)o1,CHEMBL3492717,DDD01300476,Global Health Stage V,Inactive
CC(C)N(Cc1nc2c(cnn2C)c(=O)[nH]1)c1ccccc1,CHEMBL3495012,DDD01302792,Global Health Stage V,Inactive
O=C(N1CCOCC1)[C@@]12CCO[C@@H]1CCN(C1CCOCC1)C2,CHEMBL3555446,DDD01034446,Global Health Stage V,Inactive
CCOc1ccc(C(=O)N2C[C@@H]3CC[C@H]2CN(C)C3)cc1OCC,CHEMBL4580005,DDD01243687,Global Health Stage V,Inactive
COc1cc(F)ccc1NC(=O)NCCNC(=O)OC(C)(C)C,CHEMBL3451671,DDD01062532,Global Health Stage V,Inactive
CO[C@H]1CCN(S(=O)(=O)c2cccs2)[C@H]1Cc1ccncc1,CHEMBL3471076,DDD01083342,Global Health Stage V,Inactive
CCCc1cc(N2CCC(NCC3(O)CCN(C)CC3)CC2)nc(C)n1,CHEMBL3477100,DDD01248412,Global Health Stage V,Inactive
OC(CN1CCOCC1)c1cc(Cl)ccc1Cl,CHEMBL3467064,DDD01078125,Global Health Stage V,Inactive
COc1c(C2CCCN2CC(=O)Nc2cccnc2)c(C)nn1C,CHEMBL3489060,DDD01296802,Global Health Stage V,Inactive
Cc1c(Cl)c(C(=O)N2C[C@@H](C(=O)O)[C@H](c3cccnc3)C2)nn1C,CHEMBL3481120,DDD01252455,Global Health Stage V,Inactive
CC(C)OCCSCCn1nc2ccccn2c1=O,CHEMBL3464776,DDD01075791,Global Health Stage V,Inactive
Cc1ccc(N2C(=O)N[C@@H]3CCN(C(=O)C4CCCC4)[C@@H]3C2=O)cc1,CHEMBL3437589,DDD01025613,Global Health Stage V,Inactive
CCNC(=O)N1CCN(C(=O)c2cc(Cl)cc3cccnc23)CC1,CHEMBL3495033,DDD01302813,Global Health Stage V,Inactive
Cc1ncc(CNC2CCCN(Cc3noc(C4CC4)n3)C2)s1,CHEMBL3495392,DDD01303174,Global Health Stage V,Inactive
Cc1cnn(CCNCCCOc2ccc3c(c2)OCO3)c1,CHEMBL3466586,DDD01077643,Global Health Stage V,Inactive
CN(C)C(=O)CNC(=O)c1cc(Br)c2c(c1)OCCO2,CHEMBL3468970,DDD01080059,Global Health Stage V,Inactive
COc1ccc(-n2cnnc2SCC(C)(C)O)cn1,CHEMBL3469019,DDD01080108,Global Health Stage V,Inactive
Cc1nc[nH]c1-c1nccn1-c1ccc(C(N)=O)c(N2CCCC2)c1,CHEMBL3485528,DDD01256886,Global Health Stage V,Inactive
CC(C)Oc1ncccc1CNC(=O)c1cnccn1,CHEMBL3492680,DDD01300439,Global Health Stage V,Inactive
CC(C)c1nc(C2CCCN(C(=O)c3ccnc(N(C)C)c3)C2)no1,CHEMBL3496970,DDD01304765,Global Health Stage V,Inactive
Cc1ccn2ncc(C(=O)N3CCCC(n4cccn4)C3)c2n1,CHEMBL3492472,DDD01300228,Global Health Stage V,Inactive
O=C(CCc1nnc(-c2ccccc2)o1)N1CCCC1c1ccccn1,CHEMBL3451471,DDD01062332,Global Health Stage V,Inactive
CN(C1CCN(c2ccccn2)CC1)S(=O)(=O)c1ccc(F)cc1,CHEMBL3458456,DDD01069407,Global Health Stage V,Inactive
N#Cc1ccc(C(=O)N2CCn3c(Cn4cccn4)cnc3C2)cc1,CHEMBL3554176,DDD01036440,Global Health Stage V,Inactive
Cc1cccc(S(=O)(=O)N2C[C@@H]3C[C@H](C(=O)NCC4CC4)[C@H](C2)O3)c1,CHEMBL4587662,DDD01030079,Global Health Stage V,Inactive
CCc1nc(CC(=O)N2CCCCC2Cn2cccn2)cs1,CHEMBL3491632,DDD01299387,Global Health Stage V,Inactive
O=C(N[C@H]1CN(C2CCOCC2)C[C@@H]1C1CC1)c1ccon1,CHEMBL3481622,DDD01252960,Global Health Stage V,Inactive
CC(C)CN1CCCC1c1ccc(C(=O)Nc2cc[nH]n2)s1,CHEMBL3477801,DDD01249116,Global Health Stage V,Inactive
CCOc1ccc(C(=O)N2CCCC2c2c(C)nn(C)c2OC)cn1,CHEMBL3492933,DDD01300696,Global Health Stage V,Inactive
COCC(O)CN(C)c1ccnc2ccc(Cl)cc12,CHEMBL3465206,DDD01076235,Global Health Stage V,Inactive
CN1CCCC(c2cccc(Cc3ccccc3Cl)n2)C1,CHEMBL3487280,DDD01270191,Global Health Stage V,Inactive
Cc1cc(CN2CCN(C(=O)C(C(C)C)n3cncn3)CC2)on1,CHEMBL3460152,DDD01071122,Global Health Stage V,Inactive
CS(=O)(=O)Cc1nc(CN2CCc3ccccc3CC2)cs1,CHEMBL3468553,DDD01079634,Global Health Stage V,Inactive
COc1ccc(Nc2ncccc2C#N)cc1N1CCCC1=O,CHEMBL3461699,DDD01072680,Global Health Stage V,Inactive
CCn1ccc(-c2nnc(SCC(=O)Nc3ccc(C)cc3)n2CC)n1,CHEMBL3445081,DDD01037460,Global Health Stage V,Inactive
O=C(NCc1ccco1)[C@H]1C[C@H]2OCC[C@H]2N(C(=O)c2ccncc2)C1,CHEMBL3556324,DDD01036531,Global Health Stage V,Inactive
Cc1cc(CN2CCN(CC(O)c3ccccc3)CC2)no1,CHEMBL3495699,DDD01303482,Global Health Stage V,Inactive
c1csc(CN2CCCN(c3ncnc4[nH]ccc34)CC2)c1,CHEMBL3483936,DDD01255284,Global Health Stage V,Inactive
O=C(NCCc1cccc(Cl)c1)C1CCOCC1,CHEMBL3456180,DDD01067104,Global Health Stage V,Inactive
Cn1ncnc1NCc1ccc(Br)cc1,CHEMBL3467470,DDD01078541,Global Health Stage V,Inactive
COCCOc1ccc(NC(=O)C2CCC2)cn1,CHEMBL3495658,DDD01303441,Global Health Stage V,Inactive
CCc1nc(NS(=O)(=O)c2cc(C)c(F)cc2Cl)no1,CHEMBL3459175,DDD01070140,Global Health Stage V,Inactive
CN(C)c1ncc(CNC2CC(=O)N(CCc3cccc(Cl)c3)C2)s1,CHEMBL3477655,DDD01248969,Global Health Stage V,Inactive
CCOCCCC(=O)N1CCCC1c1nc(-c2ccccc2F)c[nH]1,CHEMBL3452501,DDD01063366,Global Health Stage V,Inactive
COCCN(Cc1ccoc1)C(=O)c1cccnc1SC,CHEMBL3444231,DDD01035923,Global Health Stage V,Inactive
CC(C)[C@H]1COC(=O)N1CC(=O)N1CCN(C(=O)c2ccco2)CC1,CHEMBL3484397,DDD01255751,Global Health Stage V,Inactive
CN1CC(c2ccccc2)CC12CCN(C(=O)c1ccncc1)CC2,CHEMBL3485354,DDD01256711,Global Health Stage V,Inactive
Cc1cccc2c1nc1n2[C@@H](CNC(=O)c2ccncc2)COC1,CHEMBL3436860,DDD01024824,Global Health Stage V,Inactive
COc1ccsc1C(=O)N1CCCC(n2nc(C)cc2C)C1,CHEMBL3490861,DDD01298615,Global Health Stage V,Inactive
